Name,Age,2024 Net Worth,Industry,Source of Wealth,Title,Organization,Self-Made,Self-Made Score,Philanthropy Score,Residence,Citizenship,Gender,Marital Status,Children,Education
David Sun,72,$13.6B,Technology,Computer hardware,COO,Kingston Technology Corporation,TRUE,10,1,"Irvine, California",United States,M,Married,2,"Bachelor of Engineering, Tatung University"
John Tu,82,$13.6B,Technology,Computer hardware,President,Kingston Technology Corporation,TRUE,9,1,"Rolling Hills, California",United States,M,Married,2,"Bachelor of Arts/Science, Technische Universität Darmstadt"
Christy Walton,75,$13.6B,Fashion & Retail,Walmart,Owner,Walmart,FALSE,1,1,"Jackson, Wyoming",United States,F,Widowed,1,"High School Graduate, High School"
Dang Yanbao,51,$13.4B,Metals & Mining,Coal,Chairman and Founder,Muyuan Foodstuff,TRUE,,,"Yinchuan, China",China,M,N/A,N/A,"Master of Business Administration, Peking University"
Aliko Dangote,66,$13.4B,Manufacturing,"Cement, sugar",CEO,Dangote Group,TRUE,,,"Lagos, Nigeria",Nigeria,M,Divorced,3,"Bachelor of Arts/Science, Al-Azhar University"
Ricardo Salinas Pliego & family,68,$13.4B,Fashion & Retail,"Retail, media",Chairman,Azteca,FALSE,,,"Mexico City, Mexico",Mexico,M,Married,6,"Master of Business Administration, A. B. Freeman School of Business; Bachelor of Arts/Science, Tecnológico de Monterrey"
Alisher Usmanov,70,$13.4B,Metals & Mining,"Steel, telecom, investments",Founder,Metalloinvest,TRUE,,,"Tashkent, Uzbekistan",Russia,M,Divorced,N/A,"Master, Finance Academy under the Government of the Russian Federation; Master of Laws, Moscow Institute of International Relations"
Mike Cannon-Brookes,44,$13.3B,Technology,Software,Co-CEO,Atlassian,TRUE,,,"Sydney, Australia",Australia,M,Separated,4,"Bachelor of Arts/Science, University of New South Wales"
Uday Kotak,65,$13.3B,Finance & Investments,Banking,Chairman,Kotak Securities,TRUE,,,"Mumbai, India",India,M,Married,2,"Bachelor of Arts/Science, University of Mumbai; Master of Business Administration, University of Mumbai"
Mikhail Fridman,59,$13.1B,Energy,"Oil, banking, telecom",Co-founder,Alfa-Group,TRUE,,,"Moscow, Russia",Russia,M,Divorced,5,"Master of Science, Moscow Institute of Steel and Alloys"
Joseph Lau,72,$13.1B,Real Estate,Real estate,Former Chairman,Chinese Estates,TRUE,,,"Hong Kong, Hong Kong",Hong Kong,M,Divorced,6,"Bachelor of Arts/Science, University of Windsor"
Scott Farquhar,44,$13B,Technology,Software,Co-CEO,Atlassian,TRUE,,,"Sydney, Australia",Australia,M,Married,2,"Bachelor of Arts/Science, University of New South Wales"
Laurene Powell Jobs & family,60,$12.8B,Technology,"Apple, Disney","Investor, Philanthropist",Emerson Collective,FALSE,2,2,"Palo Alto, California",United States,F,Widowed,3,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Arts/Science, University of Pennsylvania, The Wharton School"
Goh Cheng Liang,96,$12.7B,Manufacturing,Paints,Founder,Wuthelam Holdings,TRUE,,,"Singapore, Singapore",Singapore,M,Widowed,3,N/A
George Roberts,80,$12.7B,Finance & Investments,Private equity,Former CEO,KKR,TRUE,8,3,"Atherton, California",United States,M,"Widowed, Remarried",3,"Bachelor of Arts/Science, Claremont McKenna College; Doctor of Jurisprudence, UC Hastings"
David Cheriton,73,$12.6B,Technology,Google,Professor,Stanford University,TRUE,,,"Palo Alto, California",Canada,M,Divorced,4,"Bachelor of Arts/Science, University of British Columbia; Doctorate, University of Waterloo; Master of Science, University of Waterloo"
Jeffery Hildebrand,65,$12.6B,Energy,Oil,CEO,Hilcorp Energy Company,TRUE,8,2,"Houston, Texas",United States,M,Married,3,"Bachelor of Arts/Science, The University of Texas at Austin; Master of Science, The University of Texas at Austin"
Georg Stumpf,51,$12.6B,Diversified,"Real estate, construction",Founder,Stumpf Group,TRUE,,,"Vienna, Austria",Austria,M,In Relationship,N/A,"Master of Business Administration, Vienna University of Economics and Business"
Dhanin Chearavanont,84,$12.5B,Diversified,Diversified,Former Chairman,Charoen Pokphand,FALSE,,,"Bangkok, Thailand",Thailand,M,Widowed,5,N/A
Anders Holch Povlsen,51,$12.5B,Fashion & Retail,Fashion retail,CEO,Bestseller,FALSE,,,"Aarhus, Denmark",Denmark,M,Married,4,"Bachelor of Arts, Anglia Ruskin University"
Israel Englander,75,$12.4B,Finance & Investments,Hedge funds,Founder,"Millennium Management, L.L.C.",TRUE,9,1,"New York, New York",United States,M,Married,3,"Bachelor of Arts/Science, New York University"
Shahid Khan,73,$12.2B,Automotive,Auto parts,Owner,Flex-N-Gate,TRUE,10,1,"Naples, Florida",United States,M,Married,2,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign"
Johann Rupert & family,73,$12.2B,Fashion & Retail,Luxury goods,Former CEO,Richemont,FALSE,,,"Cape Town, South Africa",South Africa,M,Married,3,N/A
Hasso Plattner & family,80,$12.1B,Technology,Software,Co-founder,SAP SE,TRUE,,,"Heidelberg, Germany",Germany,M,Married,2,"Master of Science, University of Karlsruhe"
Kwong Siu-hing,94,$12B,Real Estate,Real estate,Owner,Sun Hung Kai Properties,FALSE,,,"Hong Kong, Hong Kong",Hong Kong,F,Widowed,3,N/A
Azim Premji,78,$12B,Technology,Software services,Founder Chairman,Wipro Ltd.,FALSE,,,"Bangalore, India",India,M,Married,2,"Bachelor of Arts/Science, Stanford University"
"Henry Nicholas, III.",64,$11.9B,Technology,Semiconductors,Co-founder,Broadcom,TRUE,8,1,"Newport Coast, California",United States,M,Divorced,3,"Bachelor of Arts/Science, University of California, Los Angeles; Doctorate, University of California, Los Angeles; Master of Science, University of California, Los Angeles"
"Edward Johnson, IV.",59,$11.8B,Finance & Investments,Fidelity,President,Pembroke Real Estate,FALSE,2,2,"Boston, Massachusetts",United States,M,N/A,N/A,"Bachelor of Arts/Science, Northeastern University"
John Doerr,72,$11.7B,Finance & Investments,Venture capital,Investor,Kleiner Perkins,TRUE,8,2,"Woodside, California",United States,M,Married,2,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Rice University; Master of Science, Rice University"
Henry Kravis,80,$11.7B,Finance & Investments,Private equity,Co-Chair and Co-CEO,KKR,TRUE,8,3,"New York, New York",United States,M,Married,2,"Bachelor of Arts/Science, Claremont McKenna College; Master of Business Administration, Columbia Business School"
Eric Smidt,64,$11.7B,Fashion & Retail,Hardware stores,CEO,Harbor Freight Tools,TRUE,10,1,"Beverly Hills, California",United States,M,Married,N/A,N/A
Lu Xiangyang,61,$11.6B,Automotive,"Automobiles, batteries",Co-founder,BYD,TRUE,,,"Guangzhou, China",China,M,Married,N/A,"Bachelor of Science, Central South University"
Andrew Beal,71,$11.5B,Finance & Investments,"Banks, real estate",Chairman,Beal Bank,TRUE,8,1,"Dallas, Texas",United States,M,Divorced,6,"Drop Out, Baylor University"
Jay Y. Lee,55,$11.5B,Technology,Samsung,Executive chairman,Samsung Electronics,FALSE,,,"Seoul, South Korea",South Korea,M,Divorced,2,"Master of Business Administration, Keio University; Bachelor of Arts/Science, Seoul National University"
Michael Rubin,51,$11.5B,Fashion & Retail,Online retail,Chairman,Rue La La,TRUE,8,1,"Bryn Mawr, Pennsylvania",United States,M,Divorced,1,"Drop Out, Villanova University"
Robert Kuok,100,$11.4B,Diversified,"Palm oil, shipping, property",Owner,Kuok Group,TRUE,,,"Hong Kong, Hong Kong",Malaysia,M,Married,8,"Bachelor of Arts/Science, Raffles College"
Giorgio Armani,89,$11.3B,Fashion & Retail,Luxury goods,Founder,Armani,TRUE,,,"Milan, Italy",Italy,M,Single,N/A,"Drop Out, University of Piacenza"
Jay Chaudhry,64,$11.3B,Technology,Security software,CEO,Zscaler,TRUE,9,,"Reno, Nevada",United States,M,Married,3,"Bachelor of Technology, Indian Institute of Technology, BHU"
Charoen Sirivadhanabhakdi,79,$11.3B,Food & Beverage,"Alcohol, real estate",Chairman,TCC Group,TRUE,,,"Bangkok, Thailand",Thailand,M,Widowed,5,N/A
Brian Armstrong,41,$11.2B,Finance & Investments,Cryptocurrency,CEO,Coinbase,TRUE,8,,"San Francisco, California",United States,M,N/A,N/A,"Bachelor of Arts/Economics, Rice University; Master of Arts/Science, Rice University"
Ernesto Bertarelli,58,$11.2B,Healthcare,"Biotech, investments",Owner,Serono,FALSE,,,"Gstaad, Switzerland",Switzerland,M,Divorced,3,"Bachelor of Arts/Science, Babson College; Master of Business Administration, Harvard University"
Bubba Cathy,69,$11.2B,Food & Beverage,Chick-fil-A,Chairman,Chick-fil-A,FALSE,4,1,"Atlanta, Georgia",United States,M,Married,6,"Bachelor of Arts/Science, Samford University"
Dan Cathy,71,$11.2B,Food & Beverage,Chick-fil-A,Former CEO,Chick-fil-A,FALSE,4,1,"Atlanta, Georgia",United States,M,Married,2,"Bachelor of Arts/Science, Georgia Southern University"
Trudy Cathy White,68,$11.2B,Food & Beverage,Chick-fil-A,Owner,Chick-fil-A,FALSE,2,1,"Hampton, Georgia",United States,F,Married,4,"Bachelor of Arts/Science, Samford University"
Lui Che-woo,95,$11.2B,Gambling & Casinos,Casinos/hotels,Chairman,K. Wah International,TRUE,,,"Hong Kong, Hong Kong",Hong Kong,M,Married,5,N/A
Wei Jianjun & family,60,$11.2B,Automotive,Automobiles,Chairman,Great Wall Motors,TRUE,,,"Baoding, China",China,M,Married,N/A,"Bachelor of Arts/Science, Hebei Province"
Sky Xu,40,$11.2B,Fashion & Retail,E-commerce,Founder,Shein,TRUE,,,"Guangzhou, China",China,M,N/A,N/A,"Bachelor of Science, Qingdao University"
Melinda French Gates,59,$11.1B,Technology,Microsoft,Cochair,Bill & Melinda Gates Foundation,FALSE,2,5,"Medina, Washington",United States,F,Divorced,3,"Bachelor of Arts/Science, Duke University; Master of Business Administration, Fuqua School of Business"
Robert Kraft,82,$11.1B,Sports,"Manufacturing, New England Patriots",Chairman & CEO,The Kraft Group,TRUE,8,3,"Brookline, Massachusetts",United States,M,"Widowed, Remarried",4,"Bachelor of Arts/Science, Columbia University; Master of Business Administration, Harvard Business School"
Brian Chesky,42,$11B,Technology,Airbnb,CEO and Co-founder,Airbnb,TRUE,8,1,"San Francisco, California",United States,M,Single,N/A,"Bachelor of Arts/Science, Rhode Island School of Design"
Barry Lam,74,$11B,Technology,Electronics,Founder,Quanta Computer,TRUE,,,"Taipei, Taiwan",Taiwan,M,Married,2,"Bachelor of Arts/Science, National Taiwan University"
Donald Newhouse,94,$11B,Media & Entertainment,Media,Owner,Advance Publications,FALSE,5,2,"New York, New York",United States,M,Widowed,3,"Drop Out, Syracuse University"
Mikhail Prokhorov,58,$11B,Finance & Investments,Investments,Owner,ONEXIM Group,TRUE,,,"Frauenfeld, Switzerland",Russia,M,Single,N/A,"Master of Economics, Moscow Institute of Finance"
Manuel Villar,74,$11B,Real Estate,Real estate,Former President,Senate of the Philippines,TRUE,,,"Manila, Philippines",Philippines,M,Married,3,"Bachelor of Science, University of the Philippines Diliman, Master of Business Administration, University of the Philippines Diliman"
Jiang Rensheng & family,70,$10.9B,Healthcare,Vaccines,Chairman,Chongqing Zhifei Biological Products,TRUE,,,"Chongqing, China",China,M,Married,1,"Associate in Arts/Science, Guilin Medical University"
Lei Jun,54,$10.9B,Technology,Smartphones,Founder and CEO,Xiaomi,TRUE,,,"Beijing, China",China,M,Married,2,"Bachelor of Science in Engineering, Wuhan University"
Georg Schaeffler,59,$10.9B,Automotive,Auto parts,Chairman,Schaeffler AG,FALSE,,,"Herzogenaurach, Germany",Germany,M,Divorced,4,"Bachelor of Arts/Science, University of St. Gallen, Juris Doctor and Master of Laws, Duke University"
Marcel Herrmann Telles & family,74,$10.9B,Food & Beverage,Beer,Founder,3G Capital,TRUE,,,"Sao Paulo, Brazil",Brazil,M,Married,2,"Bachelor of Arts/Science, Universidade Federal do Rio de Janeiro"
David Velez & family,42,$10.8B,Finance & Investments,Fintech,CEO,Nubank,TRUE,,,"Sao Paulo, Brazil",Colombia,M,Married,N/A,"Master of Business Administration, Stanford Graduate School of Business; Bachelor of Science, Stanford University"
Suleiman Kerimov & family,58,$10.7B,Finance & Investments,Gold,Senator,Russian Federation,TRUE,,,"Moscow, Russia",Russia,M,Married,3,"Master of Economics, Dagestan State University"
Sarath Ratanavadi,58,$10.7B,Energy,Energy,CEO,Gulf Energy Development PCL,TRUE,,,"Bangkok, Thailand",Thailand,M,Married,N/A,"Bachelor of Science in Engineering, Chulalongkorn University; Master of Science in Engineering, University of Southern California"
Patrick Ryan,86,$10.7B,Finance & Investments,Insurance,Chairman and CEO,Ryan Specialty Group,TRUE,8,2,"Winnetka, Illinois",United States,M,Married,3,"Bachelor of Arts/Science, Northwestern University"
Marc Benioff,59,$10.6B,Technology,Business software,Chairman and CEO,Salesforce,TRUE,8,4,"San Francisco, California",United States,M,Married,2,"Bachelor of Arts/Science, University of Southern California"
Nathan Blecharczyk,40,$10.6B,Technology,Airbnb,Co-founder,Airbnb,TRUE,8,1,"San Francisco, California",United States,M,Married,2,"Bachelor of Arts/Science, Harvard University"
Carl Cook,61,$10.6B,Healthcare,Medical devices,CEO,Cook Group,FALSE,3,,"Bloomington, Indiana",United States,M,Married,N/A,"Bachelor of Arts/Science, Purdue University; Master of Business Administration, Tippie School of Management"
Huang Shilin,57,$10.6B,Automotive,Batteries,Vice Chairman,Contemporary Amperex Technology,TRUE,,,"Ningde, China",China,M,N/A,N/A,"Bachelor of Technology, Hefei University of Technology"
Friedhelm Loh,77,$10.6B,Manufacturing,Manufacturing,Founder and Chairman,Friedhelm Loh Group,FALSE,,,"Haiger, Germany",Germany,M,Married,3,N/A
Anthony Pratt,63,$10.6B,Manufacturing,Manufacturing,Executive Chairman,Visy Industries,FALSE,,,"Melbourne, Australia",Australia,M,N/A,2,"Bachelor of Arts/Economics, Monash University"
Viktor Rashnikov,75,$10.6B,Manufacturing,Steel,Chairman,Magnitogorsk Iron & Steel Works,TRUE,,,"Magnitogorsk, Russia",Russia,M,Married,2,"Master of Science in Engineering, Magnitogorsk Mining and Metallurgical Institute"
Leonid Fedun,68,$10.5B,Energy,Oil,Co-founder,Lukoil,TRUE,,,"Moscow, Russia",Russia,M,Married,2,"Master of Science, Military Academy F.E.Dzerzhinsky"
Li Shuirong & family,67,$10.5B,Manufacturing,Petrochemicals,Chairman,Zhejiang Rongsheng Holding Group,TRUE,,,"Hangzhou, China",China,M,Married,1,N/A
Antony Ressler,63,$10.5B,Finance & Investments,Finance,Co-founder,Apollo Global Management,TRUE,8,2,"Los Angeles, California",United States,M,Married,3,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Georgetown University"
Alexander Gerko,44,$10.4B,Finance & Investments,Trading,CEO,XTX Markets,TRUE,,,"London, United Kingdom",United Kingdom,M,Married,N/A,"Master of Science, Moscow State University; Doctorate, Moscow State University; Master of Economics, New Economic School"
Graeme Hart,68,$10.4B,Finance & Investments,Packaging,Owner,Rank Group,TRUE,,,"Auckland, New Zealand",New Zealand,M,Married,2,"Master of Business Administration, University of Otago"
Mangal Prabhat Lodha,68,$10.4B,Real Estate,Real estate,Owner,Lodha group,TRUE,,,"Mumbai, India",India,M,Married,2,"Bachelor of Commerce, University of Jodhpur, Bachelor of Laws, University of Jodhpur"
Bernard Marcus,94,$10.3B,Fashion & Retail,Home Depot,"Co-founder, Ex-Chairman",The Home Depot,TRUE,10,4,"Atlanta, Georgia",United States,M,Married,3,"Bachelor of Arts/Science, Rutgers University"
Yu Yong,63,$10.3B,Finance & Investments,Mining,Founder,Cathay Fortune Corp,TRUE,,,"Shanghai, China",China,M,Married,N/A,"Bachelor of Arts/Science, Dalian Radio and Television University"
Antonia Ax:son Johnson & family,80,$10.2B,Diversified,Diversified,Founder,Axel Johnson AB,FALSE,,,"Stockholm, Sweden",Sweden,F,Married,4,"Master of Arts, University of Stockholm"
Gong Hongjia & family,59,$10.2B,Finance & Investments,Video surveillance,Ex-Co-founder,Hikvision,TRUE,,,"Hong Kong, Hong Kong",Hong Kong,M,Married,2,"Bachelor of Arts/Science, Huazhong University of Science and Technology"
Judy Love & family,86,$10.2B,Fashion & Retail,Gas stations,Retired Family-Court Judge,Love's Travel Stops and Country Stores,TRUE,9,1,"Oklahoma City, Oklahoma",United States,F,Widowed,4,"Drop Out, St. John's University (MN); Bachelor of Arts/Science, University of Central Oklahoma"
James Goodnight,81,$10.1B,Technology,Software,CEO,SAS Institute,TRUE,8,2,"Cary, North Carolina",United States,M,Married,3,"Bachelor of Arts/Science, North Carolina State University; Doctorate, North Carolina State University; Master of Science, North Carolina State University"
Nancy Walton Laurie,72,$10.1B,Fashion & Retail,Walmart,Heir,Walmart,FALSE,1,1,"Henderson, Nevada",United States,F,Married,1,"Bachelor of Arts/Science, University of Memphis"
Stephen Ross,83,$10.1B,Real Estate,Real estate,Chairman,Related Companies,TRUE,8,2,"New York, New York",United States,M,Married,4,"Master of Laws, New York University; Bachelor of Arts/Science, University of Michigan; Doctor of Jurisprudence, Wayne State University"
Vincent Bolloré & family,72,$10B,Finance & Investments,Investments,Chairman and CEO,Investment group Bolloré,FALSE,,,"Paris, France",France,M,Married,4,"Bachelor of Laws, Universite Paris X Nanterre"
Ann Walton Kroenke,75,$10B,Fashion & Retail,Walmart,Owner,Denver Nuggets (NBA) and Colorado Avalanche (NHL),FALSE,1,1,"Electra, Texas",United States,F,Married,2,"Registered Nurse, Lincoln University"
Liu Yongxing,75,$10B,Service,Diversified,Chairman,East Hope Group,TRUE,,,"Shanghai, China",China,M,Married,1,N/A
Enrique Razon Jr.,64,$10B,Logistics,Ports,Chairman,"International Container Terminal Services, Bloomberry Resorts Corp. and Manila Water",FALSE,,,"Manila, Philippines",Philippines,M,Married,2,"Bachelor of Science in Business Administration, De La Salle University"
Mat Ishbia,44,$9.9B,Finance & Investments,Mortgage lender,Chairman and CEO,United Wholesale Mortgage,FALSE,5,1,"Bloomfield Hills, Michigan",United States,M,Divorced,3,"Bachelor of Business Administration, Michigan State University"
Elizabeth Johnson,60,$9.9B,Finance & Investments,Fidelity,New Testament scholar,N/A,FALSE,1,2,"Boston, Massachusetts",United States,F,N/A,N/A,"Bachelor of Arts/Science, Franklin Pierce University"
Shapoor Mistry,59,$9.9B,Diversified,Diversified,Founder,Shapoorji Pallonji Group,FALSE,,,"Mumbai, India",Ireland,M,Married,2,N/A
Xavier Niel,56,$9.9B,Telecom,"Internet, telecom",Chairman,Iliad,TRUE,,,"Paris, France",France,M,Single,3,N/A
